Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Var9
89.8591067582666	126.212390522207	70.021104244207	90.4636829030535	126.141592930103	69.5562584594495	252.767542069771	0	0
90.1978591252936	127.843960134724	69.4905745256408	90.5741243601494	126.414215238019	69.555632737028	248.721292521054	0	0
90.7264577351999	126.405476138872	69.1902707003047	90.1709932354683	125.847106881499	69.2323267328763	233.950155775711	0	0
89.1132108664557	126.794759406217	69.3443840552367	90.5062768180252	126.247972022918	69.5127916272568	222.838275129078	0	0
90.1544406139868	126.237518541247	69.3222251946046	90.4361547029957	126.089729442882	69.4959341364148	223.559759125301	0	0
91.2611196993671	125.485591315869	70.0072510207062	90.8080493749313	126.60908768484	69.8446714793163	225.644571433805	0	0
90.6899525436582	126.655492092725	69.9216215783765	90.7715803719815	126.49926413584	69.7793406755849	214.999173765544	0	0
91.0087265696959	126.816507164168	69.8259538413872	90.4413071739526	126.009842437157	69.5820061244062	211.744932892073	0	0
90.4200151351605	126.19507102992	70.1027183711244	90.7128682980783	125.98410321195	69.9189174887846	213.839485982995	0	0
90.3718369046958	126.00088610237	69.7579709336622	90.9000862053331	126.169917460759	69.9538678465928	210.148567093133	0	0
90.9779543608044	126.731757475948	70.1191392678757	91.1996314717448	126.554207319091	70.2451213488444	209.169926190908	0	0
91.8775894850223	127.684587089702	70.8061438032412	91.8158327512516	127.310037480038	70.7825241573474	206.010704870709	0	0
92.975048883015	127.504364418907	71.2320087442057	92.099276045836	127.68071644532	70.9780942818585	204.970824123254	0	0
91.9744814959086	126.95667605505	70.9514797446692	92.1980158925137	127.764344690804	71.1088319816857	203.641045824331	0	0
92.6956748002473	127.5509223306	70.9290330216647	92.013157071741	127.34223943306	71.0454685818105	206.420714207689	0	0
90.4942052377669	128.315145643944	71.9273893467179	92.6125301569139	127.803074419715	71.7516012249342	216.357080645187	0	0
92.4303220829747	127.320452661215	71.0885393549063	91.9994655545467	127.275814181301	71.0323562003463	223.934004903962	0	0
92.0621254441668	126.17672783479	71.0140726926282	91.7708788654058	126.95009823897	70.8598595885369	222.386281015555	0	0
91.2204979817069	126.716805505514	71.0482460432221	91.7667491988466	126.987360619075	70.8193850434788	224.25910295558	0	0
92.2909785163056	126.939536772099	71.120721860116	92.0609364417983	127.334668707512	71.0551033025651	211.278701996699	0	0
91.6922134219606	128.396747065875	71.2499904855658	92.2215570017992	127.432352431762	71.2816244466835	204.715708229325	0	0
91.7728202257262	127.630817484956	71.6503517605598	92.5168836973716	127.594683595943	71.6984655981406	204.548408265585	0	0
91.5515721689648	128.135091223784	71.6249179811539	92.3124075190142	127.530106582028	71.4438096293685	209.093551669513	0	0
93.0589590839163	127.574282239872	71.6001851203626	92.1795485441478	127.379744093464	71.4155830639411	207.889518688852	0	0
92.1379672116636	126.627045815667	71.5154182625663	92.1472566942948	127.275544070485	71.4723318364272	211.906049606038	0	0
93.3215607197327	128.45366155683	71.8903086056421	92.2262986908396	127.235330467023	71.6346664048311	210.366074007319	0	0
91.4484820438825	127.467279518541	71.5466492889554	92.199380494213	127.183668040567	71.5047672586212	212.707896337075	0	0
91.334435873883	126.844189195329	71.6024017014804	92.2039317411954	127.009041070408	71.5745290487162	217.591330554484	0	0
92.7615051932174	126.160590855512	71.7254155571964	92.0988182597368	126.775664869314	71.5397505637246	223.388895393682	0	0
91.3499664076304	126.143976757777	71.2512273941975	92.035971717408	126.695492144805	71.4584581139216	224.270957478887	0	0
92.087255481903	127.863221843619	71.4692217745506	92.1443007343029	126.902857533023	71.5409967781085	221.752106946389	0	0
92.9628739292443	127.825339469488	71.957335302986	92.6569102213595	127.277391959991	72.002768750003	225.22297327577	0	0
93.7126766080248	127.179370319235	73.9080575863131	92.5992854660829	126.822504195274	72.1192089549426	226.908294712546	1	0
110.889024065827	140.996030958068	92.9595605287867	92.6390906978047	126.927799777091	72.1442155517514	220.135131621702	1	0
91.7741930825762	127.255591725814	71.8058529494875	92.6511902000833	127.006974950335	72.1765477579503	215.590850373999	0	0
91.8667097980569	127.521375777883	73.0278770943896	93.3675007120792	127.665302905105	72.9649283869019	228.240997183362	0	0
94.6747915060128	129.055545505354	73.5984853078723	93.9207968753476	128.210439238996	73.5498889627794	235.893120947655	0	0
92.8502896568731	127.438930870656	73.1512796811469	93.8015322810846	127.965277364918	73.3621503251966	227.856744312763	0	0
93.9397478725457	126.711686852757	73.2629751864716	93.4685775028143	127.446682413108	73.0403441816827	222.362096915837	0	0
93.8830943172979	128.07937297336	72.7222342658356	93.3163368482203	127.40287583402	72.8778978279977	219.596346371195	0	0
92.6336731123172	127.38195859399	72.6595690789895	93.0185679765885	127.170380455974	72.565347479556	213.579138104644	0	0
92.7791432012588	128.489621648043	72.2387072535539	92.7843274977339	127.073173186926	72.3023384304171	221.277148130336	0	0
91.8398016747963	127.216832000548	71.7784786951097	92.4496737964932	126.869006709107	71.9485668292704	231.22081024436	0	0
92.1066823530315	127.900313925833	72.2899122598272	92.7160399859545	127.147144051781	72.1710208560389	237.789306562067	0	0
92.5360350608179	126.623893214573	72.3918531806901	92.8997305090055	127.278775270606	72.3185312482515	239.05136848784	0	0
91.9903393699634	128.325846113577	72.5411678820737	93.0476703572644	127.48995940916	72.4564076787425	231.019189202817	0	0
93.334070339289	127.676112997719	72.6001648122491	93.1630571866799	127.534028178518	72.5840214727412	227.375920707696	0	0
91.9871177800898	127.02483991388	72.7358046857184	93.1282965378261	127.235225428199	72.5302087127766	229.073106922051	0	0
91.4228081105263	125.88775318784	72.738776414731	93.2304107196333	127.366783360134	72.6664982608326	226.500806354849	0	0
94.6123982675331	126.620820309017	73.2363705885911	93.9053349897415	128.134188009721	73.2814268565982	235.448639135845	0	0
94.1479857673649	130.06086935253	73.8383270081044	94.6388236665849	129.126203019068	73.8804714079119	249.310144867447	0	0
95.2154402512711	129.625947689538	74.0607414933133	94.7260410851893	129.198880244422	74.0180053585161	249.329989481053	0	0
95.3863054024527	129.359196433125	74.6162204260355	95.1150554035584	129.293404542214	74.5745150022169	247.294900276894	0	0
96.4654995513119	129.666051090329	74.7267224657321	95.3706975767682	129.425300944881	74.8667558359149	247.560048386147	0	0
95.6274070644784	130.173681376803	75.2524070969186	95.7836184955504	129.701043605819	75.3561666047862	247.495051897931	0	0
95.3565975218775	130.969125226668	75.4491212667212	95.8627975042043	129.901949689706	75.407758654781	248.531872091968	0	0
94.2508795150518	129.491537926599	74.8912171128738	95.2945668318153	129.290559057232	74.8034616617336	253.897389066248	0	0
96.1861810123503	129.662744502672	74.8680500408657	95.4098775503996	129.580180829962	74.8745938740854	257.279632876526	0	0
94.7541417763543	131.201394139426	74.8895512119047	95.6334729834655	130.117066395187	75.0726097898324	262.932069458304	0	0
96.668588442482	129.379238836656	75.0465408236948	95.7992786932689	130.192320469149	75.3584770283774	269.217759851136	0	0
95.7630173754151	129.60838091265	75.8181645543409	96.0626652571995	130.214989001056	75.7463379173194	267.501299592826	0	0
96.3722718906508	129.717002052679	75.9845086142422	96.1693179519992	130.143813701578	75.8375675564346	270.945248978868	0	0
96.0934408324179	129.790580100871	75.450689331786	95.9026314933334	129.945728519761	75.4838604721972	268.682058245385	0	0
96.8242053616377	130.194286699034	75.4151319522694	95.9192676678839	129.887230021428	75.5304804318317	267.772528831434	0	0
93.9787336370899	129.606304967094	75.357942637323	95.6302386176433	129.544001915862	75.2564982725284	267.404257456485	0	0
95.4910719239757	131.13457961479	75.482092342966	95.776828982352	129.85958254173	75.3800284491334	270.677078043986	0	0
97.0772822562506	129.647485702479	75.6672183967453	95.9423877490056	130.006761033045	75.4800990352223	274.244657063698	0	0
95.2724635260959	129.495908254083	75.2517102789779	95.9300322261369	130.137457578174	75.4197844101061	282.925964164047	0	0
95.440920427506	130.019777420373	75.3679489594531	96.0079669688443	130.348577959802	75.3965754620273	289.190349950734	0	0
95.8972064343017	130.161455842504	75.4600825682985	96.3695533574294	130.818172526867	75.5923883897965	295.62879802985	0	0
95.7175169184494	130.286215239478	75.5597138402617	96.1782247059809	130.571966943167	75.3806138348448	300.999352731207	0	0
96.7448390728003	129.076803172462	75.0063593063284	95.6486846055994	130.098401792594	74.7675508570667	296.425345563336	0	0
